,urlkey,number_of_pages,0,1,2,3,4,5,6,7,8,9,domain
24806,"au,gov,affa",37622,au,gov,affa,,,,,,,,affa.gov.au
24807,"au,gov,ads",14302,au,gov,ads,,,,,,,,ads.gov.au
24808,"au,gov,nt,containerapprovals",15,au,gov,nt,containerapprovals,,,,,,,containerapprovals.nt.gov.au
24809,"au,gov,vic,psychreg",57023,au,gov,vic,psychreg,,,,,,,psychreg.vic.gov.au
24810,"au,gov,govspace,speechbubble",2,au,gov,govspace,speechbubble,,,,,,,speechbubble.govspace.gov.au
24811,"au,gov,sa,unley,yoursay",1849,au,gov,sa,unley,yoursay,,,,,,yoursay.unley.sa.gov.au
24812,"au,gov,sac-pav",25845,au,gov,sac-pav,,,,,,,,sac-pav.gov.au
24813,"au,gov,nsw,schools,laggan-p",241,au,gov,nsw,schools,laggan-p,,,,,,laggan-p.schools.nsw.gov.au
24814,"au,gov,sa,applyonline,tenancies",8,au,gov,sa,applyonline,tenancies,,,,,,tenancies.applyonline.sa.gov.au
24815,"au,gov,vic,dpi,m",1252,au,gov,vic,dpi,m,,,,,,m.dpi.vic.gov.au
24816,"au,gov,sa,unley,webopac",148,au,gov,sa,unley,webopac,,,,,,webopac.unley.sa.gov.au
24817,"au,gov,sa,lga,dcw,murraybridge",212,au,gov,sa,lga,dcw,murraybridge,,,,,murraybridge.dcw.lga.sa.gov.au
24818,"au,gov,mdbc,publication",3994,au,gov,mdbc,publication,,,,,,,publication.mdbc.gov.au
24819,"au,gov,sa,statenetmail,owa",8,au,gov,sa,statenetmail,owa,,,,,,owa.statenetmail.sa.gov.au
24820,"au,gov,highcommission,nauru",24,au,gov,highcommission,nauru,,,,,,,nauru.highcommission.gov.au
24821,"au,gov,edaff,w",1,au,gov,edaff,w,,,,,,,w.edaff.gov.au
24822,"au,gov,nsw,sesahs,nursing",141,au,gov,nsw,sesahs,nursing,,,,,,nursing.sesahs.nsw.gov.au
24823,"au,gov,nsw,statewide",1342,au,gov,nsw,statewide,,,,,,,statewide.nsw.gov.au
24824,"au,gov,agsva",105,au,gov,agsva,,,,,,,,agsva.gov.au
24825,"au,gov,nsw,planning,interactivebuildings",6912,au,gov,nsw,planning,interactivebuildings,,,,,,interactivebuildings.planning.nsw.gov.au
24826,"au,gov,wa,landgate,afns",1,au,gov,wa,landgate,afns,,,,,,afns.landgate.wa.gov.au
24827,"au,gov,vic,grlc,mail",1,au,gov,vic,grlc,mail,,,,,,mail.grlc.vic.gov.au
24828,"au,gov,nsw,psc,rdb",1,au,gov,nsw,psc,rdb,,,,,,rdb.psc.nsw.gov.au
24829,"au,gov,qld,industry,lng",1,au,gov,qld,industry,lng,,,,,,lng.industry.qld.gov.au
24830,"au,gov,nsw,hornsby,staging",200,au,gov,nsw,hornsby,staging,,,,,,staging.hornsby.nsw.gov.au
24831,"au,gov,sa,loxtonwaikerie,eservices",55,au,gov,sa,loxtonwaikerie,eservices,,,,,,eservices.loxtonwaikerie.sa.gov.au
24832,"au,gov,nsw,blayney,maps",7,au,gov,nsw,blayney,maps,,,,,,maps.blayney.nsw.gov.au
24833,"au,gov,wa,health,agedcare",30,au,gov,wa,health,agedcare,,,,,,agedcare.health.wa.gov.au
24834,"au,gov,education,ssphelp",2589,au,gov,education,ssphelp,,,,,,,ssphelp.education.gov.au
24835,"au,gov,mhpod,nsw",14,au,gov,mhpod,nsw,,,,,,,nsw.mhpod.gov.au
24836,"au,gov,nsw,cumberland,meet",2,au,gov,nsw,cumberland,meet,,,,,,meet.cumberland.nsw.gov.au
24837,"au,gov,nsw,schools,castlehill-p",238,au,gov,nsw,schools,castlehill-p,,,,,,castlehill-p.schools.nsw.gov.au
24838,"au,gov,sa,holdfast,eservices",47,au,gov,sa,holdfast,eservices,,,,,,eservices.holdfast.sa.gov.au
24839,"au,gov,vic,manningham,stephenmayne",2,au,gov,vic,manningham,stephenmayne,,,,,,stephenmayne.manningham.vic.gov.au
24840,"au,gov,vic,switchon,retailer",15,au,gov,vic,switchon,retailer,,,,,,retailer.switchon.vic.gov.au
24841,"au,gov,vic,delwp,crown-land-kiosk-dev",1,au,gov,vic,delwp,crown-land-kiosk-dev,,,,,,crown-land-kiosk-dev.delwp.vic.gov.au
24842,"au,gov,wa,perth,eservices",608,au,gov,wa,perth,eservices,,,,,,eservices.perth.wa.gov.au
24843,"au,gov,apsreview,contribute",80,au,gov,apsreview,contribute,,,,,,,contribute.apsreview.gov.au
24844,"au,gov,nsw,agd",100484,au,gov,nsw,agd,,,,,,,agd.nsw.gov.au
24845,"au,gov,nsw,ramjo",908,au,gov,nsw,ramjo,,,,,,,ramjo.nsw.gov.au
24846,"au,gov,nsw,optometrycouncil",55541,au,gov,nsw,optometrycouncil,,,,,,,optometrycouncil.nsw.gov.au
24847,"au,gov,nsw,wyong,consultation",773,au,gov,nsw,wyong,consultation,,,,,,consultation.wyong.nsw.gov.au
24848,"au,gov,ag,ettes",1,au,gov,ag,ettes,,,,,,,ettes.ag.gov.au
24849,"au,gov,sa,samis,porteco",900,au,gov,sa,samis,porteco,,,,,,porteco.samis.sa.gov.au
24850,"au,gov,nsw,justice,youthontrack",439,au,gov,nsw,justice,youthontrack,,,,,,youthontrack.justice.nsw.gov.au
24851,"au,gov,tas,gcc,fogoexemptappln",1,au,gov,tas,gcc,fogoexemptappln,,,,,,fogoexemptappln.gcc.tas.gov.au
24852,"au,gov,asbestossafety,beta",52,au,gov,asbestossafety,beta,,,,,,,beta.asbestossafety.gov.au
24853,"au,gov,nsw,csg",63,au,gov,nsw,csg,,,,,,,csg.nsw.gov.au
24854,"au,gov,nsw,education,ps,earlwood",1,au,gov,nsw,education,ps,earlwood,,,,,earlwood.ps.education.nsw.gov.au
24855,"au,gov,wa,doir,remote",6,au,gov,wa,doir,remote,,,,,,remote.doir.wa.gov.au
24856,"au,gov,nsw,sl,files",4,au,gov,nsw,sl,files,,,,,,files.sl.nsw.gov.au
24857,"au,gov,nsw,ipc",133421,au,gov,nsw,ipc,,,,,,,ipc.nsw.gov.au
24858,"au,gov,qld,redcliffe,business",856,au,gov,qld,redcliffe,business,,,,,,business.redcliffe.qld.gov.au
24859,"au,gov,wa,migration,visa",25,au,gov,wa,migration,visa,,,,,,visa.migration.wa.gov.au
24860,"au,gov,familyassist",17171,au,gov,familyassist,,,,,,,,familyassist.gov.au
24861,"au,gov,nsw,education,hs,duval",6,au,gov,nsw,education,hs,duval,,,,,duval.hs.education.nsw.gov.au
24862,"au,gov,nsw,schools,lightningr-c",225,au,gov,nsw,schools,lightningr-c,,,,,,lightningr-c.schools.nsw.gov.au
24863,"au,gov,dca,dca222039",49,au,gov,dca,dca222039,,,,,,,dca222039.dca.gov.au
24864,"au,gov,vic,kindergarten,elearning",3961,au,gov,vic,kindergarten,elearning,,,,,,elearning.kindergarten.vic.gov.au
24865,"au,gov,wa,belmont,subscribe",1,au,gov,wa,belmont,subscribe,,,,,,subscribe.belmont.wa.gov.au
24866,"au,gov,wa,porthedland,mattdann",30,au,gov,wa,porthedland,mattdann,,,,,,mattdann.porthedland.wa.gov.au
24867,"au,gov,nsw,productivity",159,au,gov,nsw,productivity,,,,,,,productivity.nsw.gov.au
24868,"au,gov,infrastructure,apms",4,au,gov,infrastructure,apms,,,,,,,apms.infrastructure.gov.au
24869,"au,gov,qld,eatwellbeactive",4576,au,gov,qld,eatwellbeactive,,,,,,,eatwellbeactive.qld.gov.au
24870,"au,gov,ansto,nbi,ics1-echidna",1,au,gov,ansto,nbi,ics1-echidna,,,,,,ics1-echidna.nbi.ansto.gov.au
24871,"au,gov,vic,northeastlink",231,au,gov,vic,northeastlink,,,,,,,northeastlink.vic.gov.au
24872,"au,gov,vic,rdv",10439,au,gov,vic,rdv,,,,,,,rdv.vic.gov.au
24873,"au,gov,nsw,georgesriver,uat",2512,au,gov,nsw,georgesriver,uat,,,,,,uat.georgesriver.nsw.gov.au
24874,"au,gov,nsw,schools,bedgerebon-p",182,au,gov,nsw,schools,bedgerebon-p,,,,,,bedgerebon-p.schools.nsw.gov.au
24875,"au,gov,peo,getparliament",28,au,gov,peo,getparliament,,,,,,,getparliament.peo.gov.au
24876,"au,gov,vic,marinesafety,seatime",8,au,gov,vic,marinesafety,seatime,,,,,,seatime.marinesafety.vic.gov.au
24877,"au,gov,agedcare,ebiz",2,au,gov,agedcare,ebiz,,,,,,,ebiz.agedcare.gov.au
24878,"au,gov,nsw,cma,namoi,intranet",10,au,gov,nsw,cma,namoi,intranet,,,,,intranet.namoi.cma.nsw.gov.au
24879,"au,gov,nt,telehealth",2,au,gov,nt,telehealth,,,,,,,telehealth.nt.gov.au
24880,"au,gov,nsw,communitytechnology,gundagai",17,au,gov,nsw,communitytechnology,gundagai,,,,,,gundagai.communitytechnology.nsw.gov.au
24881,"au,gov,nsw,gosford,election99",15,au,gov,nsw,gosford,election99,,,,,,election99.gosford.nsw.gov.au
24882,"au,gov,vic,compensationreview",53993,au,gov,vic,compensationreview,,,,,,,compensationreview.vic.gov.au
24883,"au,gov,tsra,citrix2",2,au,gov,tsra,citrix2,,,,,,,citrix2.tsra.gov.au
24884,"au,gov,une,blog",1,au,gov,une,blog,,,,,,,blog.une.gov.au
24885,"au,gov,nsw,waggarlpb",399,au,gov,nsw,waggarlpb,,,,,,,waggarlpb.nsw.gov.au
24886,"au,gov,sa,dfc,surveys",14,au,gov,sa,dfc,surveys,,,,,,surveys.dfc.sa.gov.au
24887,"au,gov,nsw,health,lyncpool01webext",3,au,gov,nsw,health,lyncpool01webext,,,,,,lyncpool01webext.health.nsw.gov.au
24888,"au,gov,nsw,canterbury",956500,au,gov,nsw,canterbury,,,,,,,canterbury.nsw.gov.au
24889,"au,gov,vic,waterregister,mywater",4,au,gov,vic,waterregister,mywater,,,,,,mywater.waterregister.vic.gov.au
24890,"au,gov,tas,dpac,yoursay,au,gov,tas,tasmaniatogether",98,au,gov,tas,dpac,yoursay,au,gov,tas,tasmaniatogether,,tasmaniatogether.tas.gov.au.yoursay.dpac.tas.gov.au
24891,"au,gov,finance,esa",159,au,gov,finance,esa,,,,,,,esa.finance.gov.au
24892,"au,gov,nsw,licence,portal,sit",5,au,gov,nsw,licence,portal,sit,,,,,sit.portal.licence.nsw.gov.au
24893,"au,gov,ozcam",30,au,gov,ozcam,,,,,,,,ozcam.gov.au
24894,"au,gov,vic,brimbanklibraries",86321,au,gov,vic,brimbanklibraries,,,,,,,brimbanklibraries.vic.gov.au
24895,"au,gov,wa,cgg,aquarena",187,au,gov,wa,cgg,aquarena,,,,,,aquarena.cgg.wa.gov.au
24896,"au,gov,qld,oesr,cas",121,au,gov,qld,oesr,cas,,,,,,cas.oesr.qld.gov.au
24897,"au,gov,nsw,sl,www-stage",247,au,gov,nsw,sl,www-stage,,,,,,www-stage.sl.nsw.gov.au
24898,"au,gov,wa,swan,t1prodcia",3,au,gov,wa,swan,t1prodcia,,,,,,t1prodcia.swan.wa.gov.au
24899,"au,gov,vic,dpcd,ppars,test-ra",1,au,gov,vic,dpcd,ppars,test-ra,,,,,test-ra.ppars.dpcd.vic.gov.au
24900,"au,gov,sa,supersa,m",99,au,gov,sa,supersa,m,,,,,,m.supersa.sa.gov.au
24901,"au,gov,vic,barwonwater,waterfuture",1,au,gov,vic,barwonwater,waterfuture,,,,,,waterfuture.barwonwater.vic.gov.au
24902,"au,gov,nsw,medicalcouncil",1,au,gov,nsw,medicalcouncil,,,,,,,medicalcouncil.nsw.gov.au
24903,"au,gov,law,frli",16810,au,gov,law,frli,,,,,,,frli.law.gov.au
24904,"au,gov,vic,haveyoursay",3526,au,gov,vic,haveyoursay,,,,,,,haveyoursay.vic.gov.au
24905,"au,gov,qld,qagoma,w",1,au,gov,qld,qagoma,w,,,,,,w.qagoma.qld.gov.au
24906,"au,gov,wa,gsdc",1040,au,gov,wa,gsdc,,,,,,,gsdc.wa.gov.au
24907,"au,gov,nsw,greatlakes,admin",193,au,gov,nsw,greatlakes,admin,,,,,,admin.greatlakes.nsw.gov.au
24908,"au,gov,apvma,permits",1,au,gov,apvma,permits,,,,,,,permits.apvma.gov.au
24909,"au,gov,treasury,minfsr,homer",171,au,gov,treasury,minfsr,homer,,,,,,homer.minfsr.treasury.gov.au
24910,"au,gov,nsw,business",7819,au,gov,nsw,business,,,,,,,business.nsw.gov.au
24911,"au,gov,nsw,sl,skillsnet",293,au,gov,nsw,sl,skillsnet,,,,,,skillsnet.sl.nsw.gov.au
24912,"au,gov,nsw,nationalparks,blog",394,au,gov,nsw,nationalparks,blog,,,,,,blog.nationalparks.nsw.gov.au
24913,"au,gov,sa,plan4adelaide",12,au,gov,sa,plan4adelaide,,,,,,,plan4adelaide.sa.gov.au
24914,"au,gov,wa,policeacademy",1,au,gov,wa,policeacademy,,,,,,,policeacademy.wa.gov.au
24915,"au,gov,nsw,schools,goolgowi-p",178,au,gov,nsw,schools,goolgowi-p,,,,,,goolgowi-p.schools.nsw.gov.au
24916,"au,gov,qld,youth",136,au,gov,qld,youth,,,,,,,youth.qld.gov.au
24917,"au,gov,vic,portphillip,news",5,au,gov,vic,portphillip,news,,,,,,news.portphillip.vic.gov.au
24918,"au,gov,vic,ebc",2597,au,gov,vic,ebc,,,,,,,ebc.vic.gov.au
24919,"au,gov,sa,bettertogether",62,au,gov,sa,bettertogether,,,,,,,bettertogether.sa.gov.au
24920,"au,gov,abare",4832,au,gov,abare,,,,,,,,abare.gov.au
24921,"au,gov,sa,althad",1,au,gov,sa,althad,,,,,,,althad.sa.gov.au
24922,"au,gov,qld,qm,enews",8,au,gov,qld,qm,enews,,,,,,enews.qm.qld.gov.au
24923,"au,gov,qld,smarteda,napmap",2,au,gov,qld,smarteda,napmap,,,,,,napmap.smarteda.qld.gov.au
24924,"au,gov,nsw,sl,das",136,au,gov,nsw,sl,das,,,,,,das.sl.nsw.gov.au
24925,"au,gov,qld,fire,w",1,au,gov,qld,fire,w,,,,,,w.fire.qld.gov.au
24926,"au,gov,nsw,fire,cfu-members",19,au,gov,nsw,fire,cfu-members,,,,,,cfu-members.fire.nsw.gov.au
24927,"au,gov,vic,mvcc,valleyview",195,au,gov,vic,mvcc,valleyview,,,,,,valleyview.mvcc.vic.gov.au
24928,"au,gov,nsw,orta",184,au,gov,nsw,orta,,,,,,,orta.nsw.gov.au
24929,"au,gov,digital,staging,apps,gov-au-ui-kit",7,au,gov,digital,staging,apps,gov-au-ui-kit,,,,,gov-au-ui-kit.apps.staging.digital.gov.au
24930,"au,gov,qld,ipswich,ww2",2,au,gov,qld,ipswich,ww2,,,,,,ww2.ipswich.qld.gov.au
24931,"au,gov,nsw,tamworth,footytipping",1,au,gov,nsw,tamworth,footytipping,,,,,,footytipping.tamworth.nsw.gov.au
24932,"au,gov,tspace,consumerlaw-dev",7,au,gov,tspace,consumerlaw-dev,,,,,,,consumerlaw-dev.tspace.gov.au
24933,"au,gov,act,data",37192,au,gov,act,data,,,,,,,data.act.gov.au
24934,"au,gov,privacy,w",1,au,gov,privacy,w,,,,,,,w.privacy.gov.au
24935,"au,gov,vic,yarracity,leisure",463,au,gov,vic,yarracity,leisure,,,,,,leisure.yarracity.vic.gov.au
24936,"au,gov,nsw,vsaecom,agnsw",16,au,gov,nsw,vsaecom,agnsw,,,,,,agnsw.vsaecom.nsw.gov.au
24937,"au,gov,vic,slv,search",292359,au,gov,vic,slv,search,,,,,,search.slv.vic.gov.au
24938,"au,gov,deewr,safeschoolsweek",30,au,gov,deewr,safeschoolsweek,,,,,,,safeschoolsweek.deewr.gov.au
24939,"au,gov,comcare,auth",14,au,gov,comcare,auth,,,,,,,auth.comcare.gov.au
24940,"au,gov,act,sbc",44,au,gov,act,sbc,,,,,,,sbc.act.gov.au
24941,"au,gov,qld,slq,wrms",11,au,gov,qld,slq,wrms,,,,,,wrms.slq.qld.gov.au
24942,"au,gov,sa,slsa,intranet",1,au,gov,sa,slsa,intranet,,,,,,intranet.slsa.sa.gov.au
24943,"au,gov,qld,barrettinquiry",25,au,gov,qld,barrettinquiry,,,,,,,barrettinquiry.qld.gov.au
24944,"au,gov,nsw,local-e,uralla-maint",1,au,gov,nsw,local-e,uralla-maint,,,,,,uralla-maint.local-e.nsw.gov.au
24945,"au,gov,arpansa,connect",12,au,gov,arpansa,connect,,,,,,,connect.arpansa.gov.au
24946,"au,gov,sa,charlessturt,intramaps",2,au,gov,sa,charlessturt,intramaps,,,,,,intramaps.charlessturt.sa.gov.au
24947,"au,gov,nsw,schools,tooraweena-p",99,au,gov,nsw,schools,tooraweena-p,,,,,,tooraweena-p.schools.nsw.gov.au
24948,"au,gov,qld,hinchinbrook,maps",1,au,gov,qld,hinchinbrook,maps,,,,,,maps.hinchinbrook.qld.gov.au
24949,"au,gov,vic,wev,localhist",18,au,gov,vic,wev,localhist,,,,,,localhist.wev.vic.gov.au
24950,"au,gov,nsw,schools,wilsonscrk-p",736,au,gov,nsw,schools,wilsonscrk-p,,,,,,wilsonscrk-p.schools.nsw.gov.au
24951,"au,gov,sa,ocpe,onlinelearning",67,au,gov,sa,ocpe,onlinelearning,,,,,,onlinelearning.ocpe.sa.gov.au
24952,"au,gov,nsw,cma,lmd",106,au,gov,nsw,cma,lmd,,,,,,lmd.cma.nsw.gov.au
24953,"au,gov,qld,jwcoca",7513,au,gov,qld,jwcoca,,,,,,,jwcoca.qld.gov.au
24954,"au,gov,sa,odasa",73,au,gov,sa,odasa,,,,,,,odasa.sa.gov.au
24955,"au,gov,nsw,caselaw,test",1,au,gov,nsw,caselaw,test,,,,,,test.caselaw.nsw.gov.au
24956,"au,gov,nsw,education,ps,ermington",1,au,gov,nsw,education,ps,ermington,,,,,ermington.ps.education.nsw.gov.au
24957,"au,gov,asqa,asqanet",2,au,gov,asqa,asqanet,,,,,,,asqanet.asqa.gov.au
24958,"au,gov,vic,policecareer,pco",165,au,gov,vic,policecareer,pco,,,,,,pco.policecareer.vic.gov.au
24959,"au,gov,digital,lifeevents",1,au,gov,digital,lifeevents,,,,,,,lifeevents.digital.gov.au
24960,"au,gov,nsw,schools,shoalhaven-h",382,au,gov,nsw,schools,shoalhaven-h,,,,,,shoalhaven-h.schools.nsw.gov.au
24961,"au,gov,coat,survey",32,au,gov,coat,survey,,,,,,,survey.coat.gov.au
24962,"au,gov,nsw,records,capturedexhibition",135,au,gov,nsw,records,capturedexhibition,,,,,,capturedexhibition.records.nsw.gov.au
24963,"au,gov,nsw,schools,blackheath-p",230,au,gov,nsw,schools,blackheath-p,,,,,,blackheath-p.schools.nsw.gov.au
24964,"au,gov,casa,sdr",39,au,gov,casa,sdr,,,,,,,sdr.casa.gov.au
24965,"au,gov,vic,sustainability,checkbox",38,au,gov,vic,sustainability,checkbox,,,,,,checkbox.sustainability.vic.gov.au
24966,"au,gov,nsw,careforacarer",144,au,gov,nsw,careforacarer,,,,,,,careforacarer.nsw.gov.au
24967,"au,gov,nsw,hsnet,w",1,au,gov,nsw,hsnet,w,,,,,,w.hsnet.nsw.gov.au
24968,"au,gov,wa,dtwd,elss",2152,au,gov,wa,dtwd,elss,,,,,,elss.dtwd.wa.gov.au
24969,"au,gov,qld,frasercoast,bookings",11,au,gov,qld,frasercoast,bookings,,,,,,bookings.frasercoast.qld.gov.au
24970,"au,gov,nga",200439,au,gov,nga,,,,,,,,nga.gov.au
24971,"au,gov,govspace,livingsafetogether",31,au,gov,govspace,livingsafetogether,,,,,,,livingsafetogether.govspace.gov.au
24972,"au,gov,nsw,justice,tribunals",607,au,gov,nsw,justice,tribunals,,,,,,tribunals.justice.nsw.gov.au
24973,"au,gov,wa,mundaring",95677,au,gov,wa,mundaring,,,,,,,mundaring.wa.gov.au
24974,"au,gov,australiantechnicalcolleges",89,au,gov,australiantechnicalcolleges,,,,,,,,australiantechnicalcolleges.gov.au
24975,"au,gov,wa,gsdc,robotics",15,au,gov,wa,gsdc,robotics,,,,,,robotics.gsdc.wa.gov.au
24976,"au,gov,tas,asbestostribunal",1336,au,gov,tas,asbestostribunal,,,,,,,asbestostribunal.tas.gov.au
24977,"au,gov,nsw,newengland,epathway",3236,au,gov,nsw,newengland,epathway,,,,,,epathway.newengland.nsw.gov.au
24978,"au,gov,vic,eduweb,ssv-cms",14,au,gov,vic,eduweb,ssv-cms,,,,,,ssv-cms.eduweb.vic.gov.au
24979,"au,gov,wa,kojonup,w",1,au,gov,wa,kojonup,w,,,,,,w.kojonup.wa.gov.au
24980,"au,gov,qld,export,korea",64,au,gov,qld,export,korea,,,,,,korea.export.qld.gov.au
24981,"au,gov,tas,trb",1954,au,gov,tas,trb,,,,,,,trb.tas.gov.au
24982,"au,gov,nsw,dlwc,landsales",21,au,gov,nsw,dlwc,landsales,,,,,,landsales.dlwc.nsw.gov.au
24983,"au,gov,vic,action",111,au,gov,vic,action,,,,,,,action.vic.gov.au
24984,"au,gov,vic,slv,secure",1,au,gov,vic,slv,secure,,,,,,secure.slv.vic.gov.au
24985,"au,gov,nsw,schools,lakelands-p",308,au,gov,nsw,schools,lakelands-p,,,,,,lakelands-p.schools.nsw.gov.au
24986,"au,gov,usi,beta",418,au,gov,usi,beta,,,,,,,beta.usi.gov.au
24987,"au,gov,health,hpv",3479,au,gov,health,hpv,,,,,,,hpv.health.gov.au
24988,"au,gov,aic,library",17,au,gov,aic,library,,,,,,,library.aic.gov.au
24989,"au,gov,tas,education,communicator",4,au,gov,tas,education,communicator,,,,,,communicator.education.tas.gov.au
24990,"au,gov,embassy,arg",1,au,gov,embassy,arg,,,,,,,arg.embassy.gov.au
24991,"au,gov,qld,dpi,acaweb",21,au,gov,qld,dpi,acaweb,,,,,,acaweb.dpi.qld.gov.au
24992,"au,gov,startexporting",52,au,gov,startexporting,,,,,,,,startexporting.gov.au
24993,"au,gov,qld,industry,wine",1,au,gov,qld,industry,wine,,,,,,wine.industry.qld.gov.au
24994,"au,gov,wa,healthway",3112,au,gov,wa,healthway,,,,,,,healthway.wa.gov.au
24995,"au,gov,wa,fesa,ibrms",1,au,gov,wa,fesa,ibrms,,,,,,ibrms.fesa.wa.gov.au
24996,"au,gov,act,worksafe",2598,au,gov,act,worksafe,,,,,,,worksafe.act.gov.au
24997,"au,gov,nsw,schools,woolgoolga-h",411,au,gov,nsw,schools,woolgoolga-h,,,,,,woolgoolga-h.schools.nsw.gov.au
24998,"au,gov,tas,circularhead",21166,au,gov,tas,circularhead,,,,,,,circularhead.tas.gov.au
24999,"au,gov,environment,kaos",3247,au,gov,environment,kaos,,,,,,,kaos.environment.gov.au
25000,"au,gov,psa",2,au,gov,psa,,,,,,,,psa.gov.au
25001,"au,gov,nsw,lithgow,archive",2,au,gov,nsw,lithgow,archive,,,,,,archive.lithgow.nsw.gov.au
25002,"au,gov,vic,ffm,plannedburns",1,au,gov,vic,ffm,plannedburns,,,,,,plannedburns.ffm.vic.gov.au
25003,"au,gov,wa,joondalup,api",9,au,gov,wa,joondalup,api,,,,,,api.joondalup.wa.gov.au
25004,"au,gov,treasury,fsi",29,au,gov,treasury,fsi,,,,,,,fsi.treasury.gov.au
25005,"au,gov,wa,healthywa",9634,au,gov,wa,healthywa,,,,,,,healthywa.wa.gov.au
25006,"au,gov,tas,stategrowth,roads",1,au,gov,tas,stategrowth,roads,,,,,,roads.stategrowth.tas.gov.au
25007,"au,gov,nsw,schools,easthills-p",612,au,gov,nsw,schools,easthills-p,,,,,,easthills-p.schools.nsw.gov.au
25008,"au,gov,jobs",1838,au,gov,jobs,,,,,,,,jobs.gov.au
25009,"au,gov,nt,planningcommission",119,au,gov,nt,planningcommission,,,,,,,planningcommission.nt.gov.au
25010,"au,gov,qld,strongchoices",29,au,gov,qld,strongchoices,,,,,,,strongchoices.qld.gov.au
25011,"au,gov,govcms,betaato",1,au,gov,govcms,betaato,,,,,,,betaato.govcms.gov.au
25012,"au,gov,qld,dlgrma",1782,au,gov,qld,dlgrma,,,,,,,dlgrma.qld.gov.au
25013,"au,gov,sa,mtr",65154,au,gov,sa,mtr,,,,,,,mtr.sa.gov.au
25014,"au,gov,vic,hrcc,request",6,au,gov,vic,hrcc,request,,,,,,request.hrcc.vic.gov.au
25015,"au,gov,cancerlearning,modules",631,au,gov,cancerlearning,modules,,,,,,,modules.cancerlearning.gov.au
25016,"au,gov,cmt",17,au,gov,cmt,,,,,,,,cmt.gov.au
25017,"au,gov,vic,consumer,forms",7,au,gov,vic,consumer,forms,,,,,,forms.consumer.vic.gov.au
25018,"au,gov,nehta,digitalhealthincentive",92,au,gov,nehta,digitalhealthincentive,,,,,,,digitalhealthincentive.nehta.gov.au
25019,"au,gov,act,cwd",41,au,gov,act,cwd,,,,,,,cwd.act.gov.au
25020,"au,gov,sa,slsa,collections,digital",27381,au,gov,sa,slsa,collections,digital,,,,,digital.collections.slsa.sa.gov.au
25021,"au,gov,qld,herveybay",2233,au,gov,qld,herveybay,,,,,,,herveybay.qld.gov.au
25022,"au,gov,sa,history,maritime",1618,au,gov,sa,history,maritime,,,,,,maritime.history.sa.gov.au
25023,"au,gov,nsw,basix,development",9,au,gov,nsw,basix,development,,,,,,development.basix.nsw.gov.au
25024,"au,gov,ato,iar",24,au,gov,ato,iar,,,,,,,iar.ato.gov.au
25025,"au,gov,ircc",31,au,gov,ircc,,,,,,,,ircc.gov.au
25026,"au,gov,act,rfs",80,au,gov,act,rfs,,,,,,,rfs.act.gov.au
25027,"au,gov,nsw,schools,kinchela-p",200,au,gov,nsw,schools,kinchela-p,,,,,,kinchela-p.schools.nsw.gov.au
25028,"au,gov,nsw,schools,gleninnes-p",201,au,gov,nsw,schools,gleninnes-p,,,,,,gleninnes-p.schools.nsw.gov.au
25029,"au,gov,nsw,schools,ivanhoe-c",173,au,gov,nsw,schools,ivanhoe-c,,,,,,ivanhoe-c.schools.nsw.gov.au
25030,"au,gov,wa,canning,careers",766,au,gov,wa,canning,careers,,,,,,careers.canning.wa.gov.au
25031,"au,gov,govcms,betagovcmsd8",38,au,gov,govcms,betagovcmsd8,,,,,,,betagovcmsd8.govcms.gov.au
25032,"au,gov,vic,basscoast,news",5944,au,gov,vic,basscoast,news,,,,,,news.basscoast.vic.gov.au
25033,"au,gov,nsw,contractsonshow",167,au,gov,nsw,contractsonshow,,,,,,,contractsonshow.nsw.gov.au
25034,"au,gov,vic,lvmrc",64,au,gov,vic,lvmrc,,,,,,,lvmrc.vic.gov.au
25035,"au,gov,tas,dpiwe,surveyorreg",1475,au,gov,tas,dpiwe,surveyorreg,,,,,,surveyorreg.dpiwe.tas.gov.au
25036,"au,gov,vic,nillumbik,business",40,au,gov,vic,nillumbik,business,,,,,,business.nillumbik.vic.gov.au
25037,"au,gov,bmms",10,au,gov,bmms,,,,,,,,bmms.gov.au
25038,"au,gov,wa,health,dao,library",25,au,gov,wa,health,dao,library,,,,,library.dao.health.wa.gov.au
25039,"au,gov,sa,police,reportacrash",10,au,gov,sa,police,reportacrash,,,,,,reportacrash.police.sa.gov.au
25040,"au,gov,nsw,schools,thehills-s",237,au,gov,nsw,schools,thehills-s,,,,,,thehills-s.schools.nsw.gov.au
25041,"au,gov,nsw,companioncard",4771,au,gov,nsw,companioncard,,,,,,,companioncard.nsw.gov.au
25042,"au,gov,cdpp,test",11,au,gov,cdpp,test,,,,,,,test.cdpp.gov.au
25043,"au,gov,ww2roll",16019,au,gov,ww2roll,,,,,,,,ww2roll.gov.au
25044,"au,gov,aodgp",28130,au,gov,aodgp,,,,,,,,aodgp.gov.au
25045,"au,gov,sa,nht",29,au,gov,sa,nht,,,,,,,nht.sa.gov.au
25046,"au,gov,sa,playford,epathway",189,au,gov,sa,playford,epathway,,,,,,epathway.playford.sa.gov.au
25047,"au,gov,nsw,schools,cranebrook-h",364,au,gov,nsw,schools,cranebrook-h,,,,,,cranebrook-h.schools.nsw.gov.au
